Bin ID,Fullness,fullnessThreshold,timestamp,reason,year,month,day,day_of_week,fullness_change
1510830,0,6,2019-04-14,NOT_READY,2019,4,14,6,-4.0
1510830,0,6,2019-04-15,NOT_READY,2019,4,15,0,0.0
1510830,0,6,2019-04-16,NOT_READY,2019,4,16,1,0.0
1510830,0,6,2019-04-17,NOT_READY,2019,4,17,2,0.0
1510830,2,6,2019-04-18,NOT_READY,2019,4,18,3,2.0
1510830,2,6,2019-04-19,NOT_READY,2019,4,19,4,0.0
1510830,4,6,2019-04-20,FULLNESS,2019,4,20,5,2.0
1510830,0,6,2019-04-21,NOT_READY,2019,4,21,6,-4.0
1510830,0,6,2019-04-22,NOT_READY,2019,4,22,0,0.0
1510830,0,6,2019-04-23,NOT_READY,2019,4,23,1,0.0
1510830,1,6,2019-04-24,NOT_READY,2019,4,24,2,1.0
1510830,3,6,2019-04-25,FULLNESS,2019,4,25,3,2.0
1510830,0,6,2019-04-26,NOT_READY,2019,4,26,4,-3.0
1510830,0,6,2019-04-27,NOT_READY,2019,4,27,5,0.0
1510830,0,6,2019-04-28,NOT_READY,2019,4,28,6,0.0
1510830,2,6,2019-04-29,NOT_READY,2019,4,29,0,2.0
1510830,2,6,2019-04-30,NOT_READY,2019,4,30,1,0.0
1510830,4,6,2019-05-01,FULLNESS,2019,5,1,2,2.0
1510830,0,6,2019-05-02,NOT_READY,2019,5,2,3,-4.0
1510830,0,6,2019-05-03,NOT_READY,2019,5,3,4,0.0
1510830,0,6,2019-05-04,NOT_READY,2019,5,4,5,0.0
1510830,1,6,2019-05-05,NOT_READY,2019,5,5,6,1.0
1510830,1,6,2019-05-06,NOT_READY,2019,5,6,0,0.0
1510830,3,6,2019-05-08,FULLNESS,2019,5,8,2,2.0
1510830,0,6,2019-05-09,NOT_READY,2019,5,9,3,-3.0
1510830,0,6,2019-05-10,NOT_READY,2019,5,10,4,0.0
1510830,2,6,2019-05-11,NOT_READY,2019,5,11,5,2.0
1510830,3,6,2019-05-12,FULLNESS,2019,5,12,6,1.0
1510830,0,6,2019-05-13,NOT_READY,2019,5,13,0,-3.0
1510830,0,6,2019-05-14,NOT_READY,2019,5,14,1,0.0
1510830,0,6,2019-05-15,NOT_READY,2019,5,15,2,0.0
1510830,1,6,2019-05-16,NOT_READY,2019,5,16,3,1.0
1510830,3,6,2019-05-17,FULLNESS,2019,5,17,4,2.0
1510830,0,6,2019-05-18,NOT_READY,2019,5,18,5,-3.0
1510830,1,6,2019-05-19,NOT_READY,2019,5,19,6,1.0
1510830,2,6,2019-05-20,NOT_READY,2019,5,20,0,1.0
1510830,4,6,2019-05-21,FULLNESS,2019,5,21,1,2.0
1510830,0,6,2019-05-23,NOT_READY,2019,5,23,3,-4.0
1510830,2,6,2019-05-24,NOT_READY,2019,5,24,4,2.0
1510830,3,6,2019-05-25,FULLNESS,2019,5,25,5,1.0
1510830,0,6,2019-05-26,NOT_READY,2019,5,26,6,-3.0
1510830,0,6,2019-05-27,NOT_READY,2019,5,27,0,0.0
1510830,0,6,2019-05-28,NOT_READY,2019,5,28,1,0.0
1510830,0,6,2019-05-29,NOT_READY,2019,5,29,2,0.0
1510830,0,6,2019-05-30,NOT_READY,2019,5,30,3,0.0
1510830,2,6,2019-05-31,NOT_READY,2019,5,31,4,2.0
1510830,0,6,2019-06-01,NOT_READY,2019,6,1,5,-2.0
1510830,0,6,2019-06-02,NOT_READY,2019,6,2,6,0.0
1510830,0,6,2019-06-03,NOT_READY,2019,6,3,0,0.0
1510830,0,6,2019-06-04,NOT_READY,2019,6,4,1,0.0
1510830,2,6,2019-06-05,NOT_READY,2019,6,5,2,2.0
1510830,3,6,2019-06-06,FULLNESS,2019,6,6,3,1.0
1510830,0,6,2019-06-07,NOT_READY,2019,6,7,4,-3.0
1510830,2,6,2019-06-08,NOT_READY,2019,6,8,5,2.0
1510830,3,6,2019-06-09,FULLNESS,2019,6,9,6,1.0
1510830,0,6,2019-06-10,NOT_READY,2019,6,10,0,-3.0
1510830,0,6,2019-06-11,NOT_READY,2019,6,11,1,0.0
1510830,0,6,2019-06-12,NOT_READY,2019,6,12,2,0.0
1510830,1,6,2019-06-13,NOT_READY,2019,6,13,3,1.0
1510830,2,6,2019-06-14,NOT_READY,2019,6,14,4,1.0
1510830,4,6,2019-06-15,FULLNESS,2019,6,15,5,2.0
1510830,0,6,2019-06-16,NOT_READY,2019,6,16,6,-4.0
1510830,0,6,2019-06-17,NOT_READY,2019,6,17,0,0.0
1510830,0,6,2019-06-18,NOT_READY,2019,6,18,1,0.0
1510830,2,6,2019-06-19,NOT_READY,2019,6,19,2,2.0
1510830,2,6,2019-06-20,NOT_READY,2019,6,20,3,0.0
1510830,3,6,2019-06-21,FULLNESS,2019,6,21,4,1.0
